"lexical_category","uni_lemma","Croatian WG","English WG","English WS","Hebrew WG","Italian WG","Norwegian WG","Russian WG","Russian WS","Spanish WG","Swedish WG","Turkish WG"
"nouns","sand","","","","","","","песок","песок","","","kum"
"nouns","sandals","","","","סנדלים","","","босоножки","босоножки","","",""
"nouns","sandbox","","","sandbox","","","","","","","",""
"nouns","sandwich","","","sandwich","","","","","","","macka",""
"nouns","sauce","","","sauce","","sugo","","","","","",""
"nouns","sausage","","","","","","","","колбаса","","",""
"nouns","scarf","šal","","scarf","","sciarpa","","шарф","шарф","","",""
"nouns","schnitzel","","","","שניצל","","","","","","",""
"nouns","school","škola","school","","","","","","","escuela","skola",""
"nouns","scissors","škare","scissors","scissors","מספריים","forbici","saks","ножницы","ножницы","tijeras","sax",""
"nouns","sea","","","","ים","mare","","","","","",""
"nouns","semolina","griz","","","","","","","","","",""
"nouns","shampoo","","","","","","","","шампунь","","",""
"nouns","sheep","ovca","sheep","sheep","כבשה","pecora","sau","баран/овечка","баран, овечка","","får",""
"nouns","ship","brod","","","","","","","кораблик","barco","","gemi/vapur"
"nouns","shirt","majica","shirt","shirt","חולצה","","t-skjorte","кофта, рубашка","кофта, майка, рубашка","playera","skjorta","gömlek, tişört"
"nouns","shoe","cipele","shoe","shoe","נעליים","scarpe","sko","туфли","кроссовки, обувь, туфли","zapato","sko","ayakkabı/pabuç"
"nouns","shorts","","shorts","shorts","מכנסיים","","shorts","","шорты","shorts","",""
"nouns","shoulder","","","shoulder","","","","","плечи","","",""
"nouns","shovel","lopata, lopatica","shovel","shovel","את","","spade","лопатка/совок","лопатка","","spade","kürek"
"nouns","shower","","","shower","","doccia","","душ","душ","regader","",""
"nouns","shutter","","","","תריס","","","","","","",""
"nouns","sidewalk","","","sidewalk","","","","","","","",""
"nouns","sink","umivaonik","sink","sink","כיור","lavandino","vask","таз","таз","lavabo","diskbänk",""
"nouns","skirt","suknja","","","חצאית","gonna","","","","falda","",""
"nouns","sky","nebo","sky","sky","שמיים","cielo","himmel","небо","небо","cielo","himmel",""
"nouns","sled","","","sled","","","","","санки","","",""
"nouns","slide","","","","","scivolo","","","","","",""
"nouns","slide (object)","","slide (object)","slide (object)","מגלשה","","sklie","горка","","resbald","rutschbana","kaydırak"
"nouns","slipper","papuče","","slipper","","","","тапки","тапки","","","terlik"
"nouns","snake","","","","נחש","","","змея","змея","","",""
"nouns","sneaker","","","sneaker","","","","","","","",""
"nouns","snow","snijeg","snow","snow","","neve","snø","снег","снег","nieve","snö",""
"nouns","snowman","","","snowman","","","","","снеговик","","",""
"nouns","snowsuit","","","snowsuit","","","","комбинезон","комбинезон","","",""
"nouns","soap","sapun","soap","soap","סבון","sapone","såpe","мыло","мыло","jabon","tvål","sabun"
"nouns","sock","čarape","sock","sock","גרביים","","sokker","носки","носки","calceti","socka","çorap"
"nouns","soda","","","","","","","","","soda","","kola"
"nouns","soda/pop","","","soda/pop","","","","","","","",""
"nouns","sofa","","","sofa","","","","","","","",""
"nouns","song","","","","","","","","песенка","","",""
"nouns","soup","","","soup","","","","суп","суп","","","tarhana"
"nouns","sour cream","","","","","","","","сметана","","",""
"nouns","spade","","","","","paletta","","","совок","","",""
"nouns","spaghetti","tijesto","spaghetti","spaghetti","ספגטי","","spagetti","","","","spagetti","makarna"
"nouns","sparrow","vrabac","","","","","","","воробей","","",""
"nouns","spider","","","","","","","","","arana","",""
"nouns","spinach","špinat","","","","","","","","","",""
"nouns","spinning top","","","","","trottola","","","","","",""
"nouns","spoon","žlica","spoon","spoon","כף, כפית","cucchiaio","skje","ложка","ложка","cuchara","sked","kaşık"
"nouns","sprinkler","","","sprinkler","","","","","","","",""
"nouns","squirrel","vjeverica","squirrel","squirrel","סנאי","","ekorn","белка","белка","ardilla","ekorre",""
"nouns","stairs","stepenice","stairs","stairs","מדרגות","scala","trapp","ступеньки","ступеньки","escaler","trappa","merdiven"
"nouns","stallion","","","","","","","","конь","","",""
"nouns","star","zvijezda","star","star","כוכב","stella","stjerner","звезда","звезда","estrell","stjärna","yıldız"
"nouns","stick","","","stick","","","","палка","палка","","",""
"nouns","stone","","","stone","","sasso","","","","","",""
"nouns","store","trgovina","store","","חנות, סופר","negozio","","магазин","","tienmer","affär",""
"nouns","story","","","story","","","","","сказка","","",""
"nouns","stove","štednjak","stove","stove","","","komfyr","","плита","estufa","",""
"nouns","strawberry","","","strawberry","","","","","","","",""
"nouns","street","","","street","","strada","","","дорога","calle","","sokak"
"nouns","stroller","","stroller","stroller","עגלה","passeggino","barnevogn","коляска","коляска, коляска","carreol","barnvagn",""
"nouns","sugar","","","","","zucchero","","","сахар","","",""
"nouns","sun","sunce","sun","sun","שמש","sole","sol","солнце","солнце","sol","sol","güneş"
"nouns","sweater","vesta/džemper","sweater","sweater","סוודר","maglione","genser","","свитер","sueter","tröja","kazak"
"nouns","swimsuit","","","","בגד ים","","","","","","",""
"nouns","swing","","","","","altalena","","","","","",""
"nouns","swing (object)","ljuljačka","swing (object)","swing (object)","","","huske","качели","","columpi","gunga","salıncak"
"nouns","table","stol","table","table","שולחן","tavolo","bord","стол","стол","mesa","bord","masa"
"nouns","tablecloth","","","","מפה","","","","","","",""
"nouns","tahini","","","","טחינה","","","","","","",""
"nouns","tangerine","","","","","","","","мандарин","","",""
"nouns","tank top","","","","גופיה","","","","","","",""
"nouns","tape","","","tape","","","","","","","",""
"nouns","tea","","","","תה ","","","чай","чай","","",""
"nouns","teapot","","","","","","","чайник","чайник","","",""
"nouns","teddybear","","teddybear","teddybear","דובי","","(leke)bamse","","","osito","nalle",""
"nouns","telephone","telefon","telephone","telephone","טלפון","telefono","telefon","телефон","телефон","telefon","telefon","telefon"
"nouns","thumb","","","","אגודל","","","","","","",""
"nouns","tiger","tigar","tiger","tiger","נמר","tigre","tiger","тигр","тигр","tigre","tiger",""
"nouns","tights","","","tights","","calze","strømpebukse","колготки","колготки","","",""
"nouns","tissue/kleenex","","","tissue/kleenex","","fazzoletto","","","","","",""
"nouns","toast","","toast","toast","טוסט","","","","","","","tost"
"nouns","toe","prst","toe","toe","","","tå","","","","tå",""
"nouns","tomato","","","","עגבניה","","","помидор","помидор","","","domates"
"nouns","tongue","jezik","tongue","tongue","לשון","lingua","tunge","язык","язык","lengua","tunga","dil"
"nouns","tooth","zub","tooth","tooth","שיניים","denti","tenner","зубы","зубы","dientes","tand","diş"
"nouns","toothbrush","četkica (za zube)","toothbrush","toothbrush","מברשת שיניים","spazzolino da denti","tannbørste","","","cepillo","tandborste",""
"nouns","top","","","","סביבון","","","","юла","","",""
"nouns","tortilla","","","","","","","","","tortila","",""
"nouns","towel","ručnik","towel","towel","מגבת","","håndkle","полотенце","полотенце","toalla","handduk",""
"nouns","tower","","","","מגדל","","","","","","",""
"nouns","toy","","","","","giocattolo","","","игрушка","","",""
"nouns","toy (object)","igračka","toy (object)","toy","צעצוע","","leke","игрушка","","juguete","leksak","oyuncak"
"nouns","tracksuit","","","","","tuta","","","","","",""
"nouns","tractor","","","tractor","טרקטור","","","трактор","трактор","","traktor",""
"nouns","train","vlak","train","train","קטר , רכבת","treno","tog","паровоз, поезд","паровоз, поезд","tren","tåg","tren"
"nouns","tram","tramvaj","","","","","","","","","",""
"nouns","trash","smeće","trash","trash","אשפה","","søppel","мусор","мусор","basura","skräp",""
"nouns","tray","","","tray","","","","","","","",""
"nouns","tree","drvo","tree","tree","עץ","albero","tre","дерево","дерево","arbol","träd","ağaç"
"nouns","tricycle","","","tricycle","","","","","","","",""
"nouns","truck","kamion","truck","truck","משאית","camion","lastebil","грузовик","грузовик","camion","lastbil","kamyon"
"nouns","tummy","trbuh","tummy","tummy","בטן","pancia","mage","живот","живот","panza","mage","göbek"
"nouns","tuna","","","tuna","","","","","","","",""
"nouns","turkey","purica","turkey","turkey","תרנגול הודו","","","","","guajolo","",""
"nouns","turtle","","turtle","turtle","צב ","tartaruga","skilpadde","черепаха","черепаха","tortuga","sköldpadda",""
"nouns","tv","televizor","tv","tv","טלויזיה","televisione/tv","tv","телевизор","телевизор","televis","tv","televizyon"
"nouns","umbrella","","","","","ombrello","","","","","",""
"nouns","underpants","","","underpants","","mutande","","","","","",""
"nouns","underwear","gaćice","","","","","","трусы","трусы","calzon","",""
"nouns","vacuum","usisivač","vacuum","vacuum","שואב אבק","","støvsuger","","пылесос","aspirdo","dammsugare","süpürge"
"nouns","vagina","","","","","organo genitale femm","","","","","",""
"nouns","vagina*","","","vagina*","","","","","","","",""
"nouns","vanilla","","","vanilla","","","","","","","",""
"nouns","vest","","","","אפודה","","","","","","","yelek"
"nouns","vitamins","","","vitamins","","","","","витамины","","",""
"nouns","voice recorder","","","","","","","магнитофон","магнитофон","","",""
"nouns","wafer","","","","ופלה","","","","","","",""
"nouns","walker","","","walker","","","","","","","",""
"nouns","wall","","","","","","","","","","","duvar"
"nouns","wallet","","","","","","","","кошелек","","",""
"nouns","wardrobe","ormar","","","","","","","","","",""
"nouns","washing machine","","","washing machine","","","","","стиральная машина","","",""
"nouns","washingmachine","","","","","lavatrice","","","","","",""
"nouns","watch (object)","sat","watch (object)","watch (object)","","","","часы","часы","reloj","",""
"nouns","water","","","","","acqua","","","","","",""
"nouns","water (beverage)","voda","water (beverage)","water (beverage)","מים ","","vann","вода","вода","agua","vatten","su"
"nouns","water (not beverage)","voda","water (not beverage)","water (not beverage)","","","vann","","","","vatten",""
"nouns","watermelon","","","","אבטיח","","","","арбуз","","","karpuz"
"nouns","well","","","","","","","","колодец","","",""
"nouns","wind","","","wind","","vento","","ветер","ветер","","",""
"nouns","window","prozor","window","window","חלון","finestra","vindu","окно","окно","ventana","fönster","pencere"
"nouns","wolf","vuk","","wolf","זאב","lupo","","волк","волк","lobo","",""
"nouns","work (place)","posao","work (place)","","עבודה","","","работа","","","arbetet",""
"nouns","worm","","","","","","(meite)mark","","","","",""
"nouns","yard","","backyard","backyard","גינה, חצר","","","двор","","","gård",""
"nouns","yogurt","jogurt","","yogurt","","yogurt","","йогурт","йогурт","","","yoğurt"
"nouns","yogurt drink","","","","","","","","","","","ayran"
"nouns","zebra","","","zebra","","","","","","","",""
"nouns","zipper","zatvarač","zipper","zipper","רוכסן","","glidelås","","","cierre","blixtlås",""
"nouns","zoo","zoološki (vrt)","zoo","","גן חיות","zoo","","зоопарк","","zoologi","",""
